LocationAbbr,LocationDesc,Year,Intervention Area,Funding Type1,Funding Type2,Amount,Data_Value_Unit,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,DisplayOrder
IN,Indiana,2007,Health Communication Interventions,Total (Millions),Lower,8.2,$,"IN
(39.766910452, -86.149960194)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
AR,Arkansas,2007,Cessation Interventions,Per Capita,Recommended,4.02,$,"AR
(34.748650124, -92.274490743)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
MD,Maryland,2007,Cessation Interventions,Per Capita,Recommended,3.24,$,"MD
(39.290580964, -76.609260111)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
OH,Ohio,2007,Total Recommended Program Costs,Total (Millions),Lower,96.7,$,"OH
(40.060210141, -82.404260056)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
WA,Washington,2007,Administration and Management,Total (Millions),Recommended,2.9,$,"WA
(47.522278629, -120.47001079)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
SC,South Carolina,2007,Total Recommended Program Costs,Per Capita,Recommended,14.39,$,"SC
(33.998821303, -81.045371207)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
WA,Washington,2007,State and Community Interventions,Total (Millions),Recommended,28.9,$,"WA
(47.522278629, -120.47001079)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
HI,Hawaii,2007,Surveillance and Evaluation,Per Capita,Recommended,1.03,$,"HI
(21.304850435, -157.857749403)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
NE,Nebraska,2007,State and Community Interventions,Total (Millions),Lower,8.4,$,"NE
(41.641040988001, -99.365720623)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
UT,Utah,2007,State and Community Interventions,Per Capita,Upper,7.6,$,"UT
(39.360700171, -111.587130635)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
MT,Montana,2007,Administration and Management,Total (Millions),Lower,0.4,$,"MT
(47.066528972, -109.424420645)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
OR,Oregon,2007,Total Recommended Program Costs,Per Capita,Recommended,11.6,$,"OR
(44.567449424, -120.155031326)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
NJ,New Jersey,2007,Cessation Interventions,Total (Millions),Upper,42.2,$,"NJ
(40.130570048, -74.273691288)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
NY,New York,2007,Administration and Management,Total (Millions),Lower,6.7,$,"NY
(42.827001032, -75.543970427)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
NE,Nebraska,2007,State and Community Interventions,Per Capita,Lower,4.76,$,"NE
(41.641040988001, -99.365720623)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
DC,District of Columbia,2007,Health Communication Interventions,Per Capita,Lower,1.3,$,"DC
(38.890371385, -77.031961127)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
CA,California,2007,Health Communication Interventions,Total (Millions),Upper,142.2,$,"CA
(37.638640123, -120.999999538)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
NC,North Carolina,2007,Health Communication Interventions,Total (Millions),Lower,11.5,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
FL,Florida,2007,Total Recommended Program Costs,Per Capita,Upper,18.36,$,"FL
(28.932040377, -81.928960539)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
IN,Indiana,2007,Administration and Management,Per Capita,Recommended,0.54,$,"IN
(39.766910452, -86.149960194)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
DE,Delaware,2007,Total Recommended Program Costs,Per Capita,Upper,22.07,$,"DE
(39.008830667, -75.577741168)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
CT,Connecticut,2007,State and Community Interventions,Total (Millions),Upper,25.1,$,"CT
(41.56266102, -72.649840952)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
SD,South Dakota,2007,Surveillance and Evaluation,Per Capita,Recommended,1.26,$,"SD
(44.353130053, -100.373530637)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
ND,North Dakota,2007,Health Communication Interventions,Per Capita,Recommended,1.86,$,"ND
(47.475319779, -100.118421049)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
WY,Wyoming,2007,State and Community Interventions,Per Capita,Upper,11.8,$,"WY
(43.235541343, -108.109830353)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
SC,South Carolina,2007,Total Recommended Program Costs,Total (Millions),Upper,83.1,$,"SC
(33.998821303, -81.045371207)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
SD,South Dakota,2007,State and Community Interventions,Per Capita,Recommended,7.05,$,"SD
(44.353130053, -100.373530637)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
CT,Connecticut,2007,Cessation Interventions,Total (Millions),Recommended,11.2,$,"CT
(41.56266102, -72.649840952)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
DC,District of Columbia,2007,Health Communication Interventions,Per Capita,Recommended,3.9,$,"DC
(38.890371385, -77.031961127)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
KS,Kansas,2007,Cessation Interventions,Per Capita,Upper,5.13,$,"KS
(38.3477403, -98.200781227)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
NV,Nevada,2007,Health Communication Interventions,Total (Millions),Recommended,5.4,$,"NV
(39.49324039, -117.071840564)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
AZ,Arizona,2007,Administration and Management,Total (Millions),Recommended,3,$,"AZ
(34.86597028, -111.763811277)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
WV,West Virginia,2007,State and Community Interventions,Per Capita,Upper,7.68,$,"WV
(38.665510202, -80.712640135)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
DC,District of Columbia,2007,Surveillance and Evaluation,Total (Millions),Upper,1.2,$,"DC
(38.890371385, -77.031961127)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
WA,Washington,2007,State and Community Interventions,Per Capita,Upper,6.64,$,"WA
(47.522278629, -120.47001079)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
WI,Wisconsin,2007,Cessation Interventions,Total (Millions),Lower,11.8,$,"WI
(44.393191174, -89.816370742)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
AL,Alabama,2007,Health Communication Interventions,Total (Millions),Upper,17.9,$,"AL
(32.840571122, -86.631860762)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
CA,California,2007,Total Recommended Program Costs,Total (Millions),Lower,286.2,$,"CA
(37.638640123, -120.999999538)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
ME,Maine,2007,State and Community Interventions,Per Capita,Lower,5.04,$,"ME
(45.254228894001, -68.985031336)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
DC,District of Columbia,2007,Cessation Interventions,Per Capita,Upper,5.27,$,"DC
(38.890371385, -77.031961127)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
DC,District of Columbia,2007,Health Communication Interventions,Total (Millions),Lower,0.8,$,"DC
(38.890371385, -77.031961127)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
DE,Delaware,2007,Cessation Interventions,Per Capita,Lower,2.17,$,"DE
(39.008830667, -75.577741168)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
US,United States,2007,Administration and Management,Total (Millions),Recommended,161,$,,Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
LA,Louisiana,2007,Total Recommended Program Costs,Total (Millions),Lower,38.2,$,"LA
(31.312660644, -92.445680071)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
ND,North Dakota,2007,State and Community Interventions,Total (Millions),Recommended,4.7,$,"ND
(47.475319779, -100.118421049)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
AL,Alabama,2007,Surveillance and Evaluation,Total (Millions),Recommended,4.9,$,"AL
(32.840571122, -86.631860762)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
VT,Vermont,2007,State and Community Interventions,Per Capita,Recommended,7.39,$,"VT
(43.625381239, -72.517640791)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
NJ,New Jersey,2007,State and Community Interventions,Per Capita,Lower,3.92,$,"NJ
(40.130570048, -74.273691288)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
AK,Alaska,2007,Administration and Management,Per Capita,Recommended,0.7,$,"AK
(64.845079957001, -147.722059036)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
CO,Colorado,2007,State and Community Interventions,Per Capita,Lower,4.03,$,"CO
(38.843840757, -106.133610921)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA004,04
NM,New Mexico,2007,Administration and Management,Per Capita,Upper,0.85,$,"NM
(34.520880952, -106.240580985)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
NH,New Hampshire,2007,Cessation Interventions,Per Capita,Recommended,3.41,$,"NH
(43.655950113, -71.50036092)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
KY,Kentucky,2007,Administration and Management,Per Capita,Upper,0.9,$,"KY
(37.645970271, -84.774971048)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
NY,New York,2007,Total Recommended Program Costs,Per Capita,Upper,17.57,$,"NY
(42.827001032, -75.543970427)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
WI,Wisconsin,2007,Administration and Management,Total (Millions),Upper,4.5,$,"WI
(44.393191174, -89.816370742)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
VA,Virginia,2007,Administration and Management,Total (Millions),Lower,2.8,$,"VA
(37.542680674, -78.457890463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA007,01
WI,Wisconsin,2007,Cessation Interventions,Per Capita,Lower,2.13,$,"WI
(44.393191174, -89.816370742)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA001,02
NC,North Carolina,2007,Health Communication Interventions,Per Capita,Lower,1.3,$,"NC
(35.466220975, -79.159250463)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
MD,Maryland,2007,Surveillance and Evaluation,Per Capita,Lower,0.73,$,"MD
(39.290580964, -76.609260111)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
DE,Delaware,2007,Surveillance and Evaluation,Total (Millions),Lower,0.8,$,"DE
(39.008830667, -75.577741168)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA005,05
TX,Texas,2007,Health Communication Interventions,Per Capita,Recommended,1.83,$,"TX
(31.827240407, -99.426770206)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA008,03
MN,Minnesota,2007,Total Recommended Program Costs,Total (Millions),Recommended,58.4,$,"MN
(46.355648736, -94.794200503)",Centers for Disease Control and Prevention. Best Practices for Comprehensive Tobacco Control Programs — 2007.,FND,400FND,402CDT,INTA009,06
